name,anime_debut,manga_debut,affiliation,origin,aliases,height,bounty,dfname,dftype,haoshoku,kenbunshoku,busoshoku,image
Kumadori Yamanbako,,,Kumadori,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0f/Kumadori_Yamanbako_Portrait.png/revision/latest?cb=20180823230212
Kumae,,,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c7/Kumae_Portrait.png/revision/latest?cb=20200725133019
Kukai,552.0,461.0,Spade Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/58/Kukai_Portrait.png/revision/latest?cb=20220307023313
Kujaku,966.0,1090.0,Marines (SWORD),,,,0,Muchi Muchi no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d8/Kujaku_Portrait.png/revision/latest?cb=20231022092304
Kumadori,375.0,264.0,CP0,South Blue,,338.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/e/e7/Kumadori_Portrait.png/revision/latest?cb=20180830060315
Krieg,45.0,21.0,Krieg Pirates,East Blue,"Don Krieg,Pirate Fleet Admiral,Ruler of the East Blue,Foul Play Krieg",243.0,17000000,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/ee/Krieg_Portrait.png/revision/latest?cb=20200112123717
Kozuki Toki,919.0,893.0,Kozuki Family,,,190.0,0,Toki Toki no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/bd/Kozuki_Toki_Portrait.png/revision/latest?cb=20210228035728
Koze and Packy,96.0,48.0,Yes Pirates,East Blue,,,0,,,False,False,False,
Kozuki Sukiyaki,911.0,894.0,Kozuki Family,,Tenguyama Hitetsu,214.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4b/Kozuki_Sukiyaki_Portrait.png/revision/latest?cb=20231112022833
Kozuki Oden,920.0,910.0,Kozuki Family,Grand Line ,Idiot Lord,382.0,0,,,True,False,True,https://static.wikia.nocookie.net/onepiece/images/a/a7/Kozuki_Oden_Portrait.png/revision/latest?cb=20211216030945
Kozuki Hiyori,909.0,892.0,Kozuki Family,Grand Line ,Komurasaki,170.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ab/Kozuki_Hiyori_Portrait.png/revision/latest?cb=20220613001739
Koza,163.0,93.0,Arabasta Kingdom,Grand Line ,,177.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3f/Koza_Portrait.png/revision/latest?cb=20200112081152
Kotetsu,912.0,897.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/64/Kotetsu_%28Non-Canon%29_Portrait.png/revision/latest?cb=20200303121642
Kop,325.0,231.0,Franky Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/69/Kop_Portrait.png/revision/latest?cb=20200629104623
Koyama,960.0,960.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/49/Koyama_Portrait.png/revision/latest?cb=20210131032704
Konbu,657.0,582.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f3/Konbu_Portrait.png/revision/latest?cb=20190725112815
Kozuki Momonosuke,684.0,609.0,Kozuki Family,Grand Line ,,110.0,0,"Uo Uo no Mi, Model: Seiryu (Artificial)",Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f9/Kozuki_Momonosuke_Portrait.png/revision/latest?cb=20231112110221
Kong,0.0,0.0,World Government,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f0/Kong_Portrait.png/revision/latest?cb=20230517165008
Komane,903.0,879.0,Lulusia Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b0/Komane_Portrait.png/revision/latest?cb=20240107134715
Komachiyo,910.0,892.0,Kurozumi Tama,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/bb/Komachiyo_Portrait.png/revision/latest?cb=20210301011003
Koito,930.0,923.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/95/Koito_Portrait.png/revision/latest?cb=20211203153004
Komakkov,,,Marines,,"Winter Cuisine"" Komakkov",,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b6/Komakkov_Portrait.png/revision/latest?cb=20240301015532
Kojuro,926.0,918.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d8/Kojuro_Portrait.png/revision/latest?cb=20200126060753
Koda,285.0,381.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/41/Koda_Portrait.png/revision/latest?cb=20190115035228
Kokoro,322.0,229.0,Tom's Workers,Grand Line ,,168.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/39/Kokoro_Portrait.png/revision/latest?cb=20200629111147
Koby,2.0,1.0,"Marines (SWORD), Marine 153rd Branch (former)",East Blue,Hero,167.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/9/95/Koby_Portrait.png/revision/latest?cb=20200422140351
Mozu and Kiwi,329.0,233.0,Franky Family,Grand Line ,Square Sisters,187.0,0,,,False,False,False,
Koala,622.0,541.0,Revolutionary Army,,,160.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1a/Koala_Portrait.png/revision/latest?cb=20221214135706
Kitton,523.0,418.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/09/Kitton_Portrait.png/revision/latest?cb=20200110082316
Kobe,929.0,922.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4a/Kobe_Portrait.png/revision/latest?cb=20200314072433
Kirinkodanuki,22.0,18.0,Animals of the Island of Rare Animals,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c4/Kirinkodanuki_Portrait.png/revision/latest?cb=20171030123308
Kisegawa,929.0,922.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/ec/Kisegawa_Portrait.png/revision/latest?cb=20200314072616
Kirintauros,658.0,582.0,Caesar Clown,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0d/Kirintauros_Portrait.png/revision/latest?cb=20181229013348
Kinoko,536.0,437.0,Buggy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6f/Kinoko_Portrait.png/revision/latest?cb=20190503141951
Kingdew,562.0,461.0,Whitebeard Pirates,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b0/Kingdew_Portrait.png/revision/latest?cb=20191208221230
Kingbaum,836.0,797.0,Big Mom Pirates,Grand Line ,,2340.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/13/Kingbaum_Portrait.png/revision/latest?cb=20170723125611
Kinga,570.0,467.0,Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/28/Kinga_Portrait.png/revision/latest?cb=20191208101910
Kinderella,261.0,778.0,Evil Black Drum Kingdom,,Miss Universe,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/28/Kinderella_Portrait.png/revision/latest?cb=20190519232525
Kinbo,917.0,904.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/34/Kinbo_Portrait.png/revision/latest?cb=20211213183017
Kin'emon,656.0,580.0,Kozuki Family,Grand Line ,Foxfire Kin'emon,295.0,0,Fuku Fuku no Mi,Paramecia,False,False,True,https://static.wikia.nocookie.net/onepiece/images/3/3d/Kin%27emon_Portrait.png/revision/latest?cb=20200203095859
King,920.0,910.0,Beasts Pirates,Grand Line,King the Conflagration,613.0,1390000000,"Ryu Ryu no Mi, Model: Pteranodon",Zoan,False,True,True,https://static.wikia.nocookie.net/onepiece/images/7/70/King_Portrait.png/revision/latest?cb=20230114163239
Kimel,552.0,461.0,Spade Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e9/Kimel_Portrait.png/revision/latest?cb=20220307023423
Kechatch,553.0,,Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f6/Kechatch_Portrait.png/revision/latest?cb=20190708065425
Kebi,164.0,100.0,Arabasta Kingdom,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/aa/Kebi_Portrait.png/revision/latest?cb=20200112075116
Killer,498.0,392.0,Kid Pirates,South Blue,"Kamazo the Manslayer,Massacre Soldier",195.0,200000000,,,False,True,True,https://static.wikia.nocookie.net/onepiece/images/d/d6/Killer_Portrait.png/revision/latest?cb=20220714221300
Kikunojo,913.0,899.0,Kozuki Family,Grand Line ,"O-Kiku,Kikunojo of the Lingering Snow",287.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/4/4f/Kikunojo_Portrait.png/revision/latest?cb=20200420053510
Kaya,23.0,9.0,,East Blue ,,169.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0c/Kaya_Portrait.png/revision/latest?cb=20200112101721
Kikyo,514.0,408.0,Kuja,Calm Belt ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/87/Kikyo_Portrait.png/revision/latest?cb=20211231044425
Kazekage,931.0,925.0,Beasts Pirates,Wano Country,,192.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/26/Kazekage_Portrait.png/revision/latest?cb=20200412032209
Katsuzo,960.0,960.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/90/Katsuzo_Portrait.png/revision/latest?cb=20210131034717
Kazenbo,1030.0,1055.0,Kurozumi Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d1/Kazenbo_Portrait.png/revision/latest?cb=20230402024519
Kashigami,287.0,187.0,Shandia,,God of the Sun,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/95/Kashigami_Portrait.png/revision/latest?cb=20130503001812
Kawamatsu,920.0,910.0,Kozuki Family,,"Gyukimaru,Kawamatsu the Kappa",271.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/c/c1/Kawamatsu_Portrait.png/revision/latest?cb=20210614151824
Kashii,377.0,265.0,"World Government (defected), Giant Warrior Pirates",Grand Line ,,1700.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1b/Kashii_Portrait.png/revision/latest?cb=20181226001926
Kasagoba,607.0,527.0,New Fish-Man Pirates,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/ba/Kasagoba_Portrait.png/revision/latest?cb=20200916013143
Kasa,594.0,511.0,Raijin Island,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/eb/Kasa_Portrait.png/revision/latest?cb=20131010212001
Karma,553.0,467.0,Takotopus Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0c/Karma_Portrait.png/revision/latest?cb=20190823040829
Karoo,109.0,65.0,"Super Spot-Billed Duck Troops, Nefertari Vivi, Straw Hat Pirates (former), Baroque Works (former)",Grand Line ,,150.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d1/Karoo_Portrait.png/revision/latest?cb=20190904163017
Karasu,593.0,510.0,Revolutionary Army (North Army),North Blue,,265.0,400000000,Susu Susu no Mi,Logia,False,False,True,https://static.wikia.nocookie.net/onepiece/images/4/4a/Karasu_Portrait.png/revision/latest?cb=20190516214609
Kappa,167.0,105.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/ca/Kappa_Portrait.png/revision/latest?cb=20200112075325
Kaneshiro,72.0,31.0,Arlong Pirates,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/ab/Kaneshiro_Portrait.png/revision/latest?cb=20200622064657
Kanezenny,398.0,278.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/00/Kanezenny_Portrait.png/revision/latest?cb=20200530174222
Kamijiro,914.0,901.0,Beasts Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f8/Kamijiro_Portrait.png/revision/latest?cb=20190929055749
Kamakiri,249.0,163.0,Shandia,Sky Islands ,,214.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0f/Kamakiri_Portrait.png/revision/latest?cb=20131001221705
Kamekichi,926.0,918.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/4d/Kamekichi_Portrait.png/revision/latest?cb=20210704182839
Kakukaku,334.0,237.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d6/Kakukaku_Portrait.png/revision/latest?cb=20200629112726
Kaku,927.0,919.0,Kyoshiro Family,,,,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/5/56/Kaku_Portrait.png/revision/latest?cb=20200112122629
Kalgara,286.0,187.0,Shandia,Grand Line,Shandora's Demon,222.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/06/Kalgara_Portrait.png/revision/latest?cb=20200104212425
Kalifa,323.0,230.0,CP0,Grand Line,,185.0,0,Awa Awa no Mi,Paramecia,False,False,True,https://static.wikia.nocookie.net/onepiece/images/9/93/Kalifa_Portrait.png/revision/latest?cb=20230401053217
Kakunoshin,926.0,918.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/27/Kakunoshin_Portrait.png/revision/latest?cb=20220214092628
Kaku,323.0,230.0,CP0,East Blue,Mountain Wind,193.0,0,"Ushi Ushi no Mi, Model: Giraffe",Zoan,False,False,True,https://static.wikia.nocookie.net/onepiece/images/5/56/Kaku_Portrait.png/revision/latest?cb=20200112122629
Kairo Kureyo,535.0,437.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/a/a6/Kairo_Kureyo_Portrait.png/revision/latest?cb=20200915055944
Kairen,608.0,527.0,Mermaid Cafe,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3c/Kairen_Portrait.png/revision/latest?cb=20191225090437
Kagikko,64.0,,Krieg Pirates,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/57/Kagikko_Portrait.png/revision/latest?cb=20190725074651
Kadar,622.0,541.0,"Marines, G-2",,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/87/Kadar_Portrait.png/revision/latest?cb=20191007063227
Kabu,710.0,640.0,Tontatta Kingdom,,,,0,"Mushi Mushi no Mi, Model: Kabutomushi",Zoan,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7c/Kabu_Portrait.png/revision/latest?cb=20190516205547
Kairiken,498.0,392.0,Sabaody Archipelago,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/21/Kairiken_Portrait.png/revision/latest?cb=20200504015521
Kagero,920.0,909.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6f/Kagero_Portrait.png/revision/latest?cb=20191124040511
Junan,611.0,530.0,Criminal,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d5/Junan_Portrait.png/revision/latest?cb=20190517035458
Kaidou,795.0,736.0,Beasts Pirates,Grand Line,Kaidou of the Beasts,710.0,4611100000,"Uo Uo no Mi, Model: Seiryu",Zoan,True,True,True,https://static.wikia.nocookie.net/onepiece/images/6/6b/Kaidou_Portrait.png/revision/latest?cb=20230301035501
Jujiro,926.0,918.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/39/Jujiro_Portrait.png/revision/latest?cb=20200126071307
Judy,499.0,393.0,Marie,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/64/Judy_Portrait.png/revision/latest?cb=20200504021844
Julius,578.0,489.0,Ally of the Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7b/Julius_Portrait.png/revision/latest?cb=20200426061908
Joy Boy,628.0,548.0,,,,,0,,,False,False,False,
Juki,977.0,982.0,Beasts Pirates (Numbers),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/44/Juki_Portrait.png/revision/latest?cb=20211114053030
Jorul,866.0,836.0,Giant Warrior Pirates,Grand Line ,"Waterfall Beard"" Jorul",2150.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/11/Jorul_Portrait.png/revision/latest?cb=20200508221337
Jozu,234.0,151.0,Whitebeard Pirates,West Blue,"Diamond"" Jozu",503.0,0,Kira Kira no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/4/49/Jozu_Portrait.png/revision/latest?cb=20191214032617
Joseph,705.0,635.0,CP0,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/6/6f/Joseph_Portrait.png/revision/latest?cb=20220523033949
Jorge,353.0,248.0,World Government,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fc/Jorge_Portrait.png/revision/latest?cb=20180828053056
John Giant,96.0,45.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1e/John_Giant_Portrait.png/revision/latest?cb=20191007072954
Joshu,1065.0,1095.0,Edison,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/08/Joshu_Portrait.png/revision/latest?cb=20230704094851
John,450.0,344.0,Rocks Pirates (former),,Captain John,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/bf/John_Portrait.png/revision/latest?cb=20190602033155
Jobo,232.0,150.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/47/Jobo_Portrait.png/revision/latest?cb=20180825232529
Johnny,42.0,19.0,Yosaku,East Blue,,186.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f5/Johnny_Portrait.png/revision/latest?cb=20180810005505
Jizo,951.0,951.0,Beasts Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/ca/Jizo_Portrait.png/revision/latest?cb=20220619153309
Jo,948.0,947.0,Ninja-Pirate-Mink-Samurai Alliance,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2f/Jo_Portrait.png/revision/latest?cb=20220329032912
Jigoro,452.0,346.0,Thriller Bark Pirates,West Blue,Jigoro of the Wind,238.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b2/Jigoro_Portrait.png/revision/latest?cb=20200119071456
Jigra,860.0,830.0,Underworld,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/81/Jigra_Portrait.png/revision/latest?cb=20200913221745
Jigoku Benten,931.0,925.0,Beasts Pirates,Wano Country,,225.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e0/Jigoku_Benten_Portrait.png/revision/latest?cb=20200323065209
Jinbe,528.0,430.0,Straw Hat Pirates,Grand Line ,"Knight of the Sea"" Jinbe",301.0,1100000000,,,False,True,True,https://static.wikia.nocookie.net/onepiece/images/f/f7/Jinbe_Portrait.png/revision/latest?cb=20200426030056
Jibuemon,920.0,911.0,Kozuki Family,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/32/Jibuemon_Portrait.png/revision/latest?cb=20200203101008
Jiron,1082.0,,Revolutionary Army,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/82/Jiron_Portrait.png/revision/latest?cb=20230507152331
Mock Town,222.0,146.0,,,,,0,,,False,False,False,
Jeet,704.0,633.0,Ideo Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/dd/Jeet_Portrait.png/revision/latest?cb=20190721155935
Jerry,362.0,253.0,CP6,South Blue ,,676.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/7c/Jerry_Portrait.png/revision/latest?cb=20180828083713
Jewelry Bonney,498.0,392.0,Bonney Pirates,Red Line ,"Conney,Big Eater",174.0,320000000,Toshi Toshi no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/71/Jewelry_Bonney_Portrait.png/revision/latest?cb=20231205092914
Jesus Burgess,222.0,146.0,Blackbeard Pirates,Grand Line,"Mr. Store,Champion",355.0,0,Riki Riki no Mi,Paramecia,False,True,True,https://static.wikia.nocookie.net/onepiece/images/4/4b/Jesus_Burgess_Portrait.png/revision/latest?cb=20240128023628
Jeep,906.0,884.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/0/0d/Jeep_Portrait.png/revision/latest?cb=20200623021055
Jero,680.0,606.0,Marines,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/76/Jero_Portrait.png/revision/latest?cb=20191007065512
Jean Goen,526.0,423.0,,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2a/Jean_Goen_Portrait.png/revision/latest?cb=20200915053057
Jean Ango,706.0,639.0,,,Jean the Bandit,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/7/78/Jean_Ango_Portrait.png/revision/latest?cb=20190105035546
Jean Bart,497.0,391.0,Heart Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b5/Jean_Bart_Portrait.png/revision/latest?cb=20180719235515
Jarul,866.0,836.0,Giant Warrior Pirates,Grand Line ,"Mountain Beard"" Jarul",2050.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/96/Jarul_Portrait.png/revision/latest?cb=20180513042855
Jaygarcia Saturn,233.0,151.0,Five Elders,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/49/Jaygarcia_Saturn_Portrait.png/revision/latest?cb=20210913171130
Jaki,954.0,955.0,Beasts Pirates (Numbers),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/1b/Jaki_Portrait.png/revision/latest?cb=20211114052549
Jaguar,1039.0,1067.0,Kid Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/5f/Jaguar_Portrait.png/revision/latest?cb=20220213222818
Jango,25.0,9.0,Marines,East Blue,"One-Two"" Jango,Jango the Turncoat",207.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/97/Jango_Portrait.png/revision/latest?cb=20200112122730
Jalmack,588.0,502.0,World Government,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/1/11/Jalmack_Portrait.png/revision/latest?cb=20200505092326
Jacksonbanner,967.0,968.0,Roger Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/80/Jacksonbanner_Portrait.png/revision/latest?cb=20210404034610
Jaguar D. Saul,392.0,275.0,Marines (defected),South Blue,,1950.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f0/Jaguar_D._Saul_Portrait.png/revision/latest?cb=20180623061016
Zombie,444.0,339.0,,,,,0,,,False,False,False,
Iyan'eno Chinode,1074.0,,World Economy News Paper,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/80/Iyan%27eno_Chinode_Portrait.png/revision/latest?cb=20231110035223
Iwatobi,823.0,777.0,Levely,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/cb/Iwatobi_Portrait.png/revision/latest?cb=20190616215739
Jabra,375.0,264.0,CP0,North Blue,,212.0,0,"Inu Inu no Mi, Model: Wolf",Zoan,False,False,True,https://static.wikia.nocookie.net/onepiece/images/c/c9/Jabra_Portrait.png/revision/latest?cb=20190916222507
Izou,553.0,461.0,Whitebeard Pirates (former),Grand Line ,,192.0,0,,,False,True,True,https://static.wikia.nocookie.net/onepiece/images/f/fa/Izou_Portrait.png/revision/latest?cb=20211010074759
Jack,801.0,746.0,Beasts Pirates,Grand Line,Jack the Drought,830.0,1000000000,"Zou Zou no Mi, Model: Mammoth",Zoan,False,True,True,https://static.wikia.nocookie.net/onepiece/images/3/3e/Jack_Portrait.png/revision/latest?cb=20191207093338
Itomimizu,306.0,209.0,Foxy Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c3/Itomimizu_Portrait.png/revision/latest?cb=20180820124831
Isuka,,,,,Nailing,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/fe/Isuka_Portrait.png/revision/latest?cb=20191007064432
Islewan,553.0,462.0,Whitebeard Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/9/96/Islewan_Portrait.png/revision/latest?cb=20200426055751
Island Eater,128.0,77.0,,Grand Line,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/5/5b/Island_Eater_Portrait.png/revision/latest?cb=20240206122754
Issho,701.0,630.0,Marines,Grand Line,Fujitora,270.0,0,Zushi Zushi no Mi,Paramecia,False,False,True,https://static.wikia.nocookie.net/onepiece/images/d/db/Issho_Portrait.png/revision/latest?cb=20180628025830
Ipponume,97.0,49.0,Loguetown Arms Shop,East Blue,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d7/Ipponume_Portrait.png/revision/latest?cb=20200105083659
Ishilly,608.0,527.0,Mermaid Café,Grand Line ,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/c/c3/Ishilly_Portrait.png/revision/latest?cb=20200515135845
Isa,256.0,168.0,Shandia,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/2/2e/Isa_Portrait.png/revision/latest?cb=20190517045442
Ipponmatsu,97.0,49.0,Loguetown Arms Shop,East Blue ,,157.0,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/bd/Ipponmatsu_Portrait.png/revision/latest?cb=20230423113108
Inuppe,451.0,345.0,Thriller Bark,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/b/b3/Inuppe_Portrait.png/revision/latest?cb=20200119072317
Inukai,932.0,926.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/f/f1/Inukai_Portrait.png/revision/latest?cb=20211213183333
Ishigo Shitemanna,325.0,231.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/e/e5/Ishigo_Shitemanna_Portrait.png/revision/latest?cb=20200629105217
Inuarashi,808.0,756.0,Mokomo Dukedom,Grand Line ,Duke Inuarashi,511.0,0,,,False,False,True,https://static.wikia.nocookie.net/onepiece/images/1/15/Inuarashi_Portrait.png/revision/latest?cb=20200915042712
Inoichibannosuke,917.0,904.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/8/8b/Inoichibannosuke_Portrait.png/revision/latest?cb=20210701024251
Inhel,718.0,648.0,Tontatta Kingdom Scouting Unit,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d4/Inhel_Portrait.png/revision/latest?cb=20190721161034
Ikkaku,915.0,902.0,,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/3/3e/Ikkaku_Portrait.png/revision/latest?cb=20190804051526
Indigo,0.0,429.0,Golden Lion Pirates,,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d8/Indigo_Portrait.png/revision/latest?cb=20200510122157
Inbi,954.0,955.0,Beasts Pirates (Numbers),,,,0,,,False,False,False,https://static.wikia.nocookie.net/onepiece/images/4/45/Inbi_Portrait.png/revision/latest?cb=20230502065743
Inazuma,536.0,438.0,Kamabakka Kingdom,South Blue,,228.0,0,Choki Choki no Mi,Paramecia,False,False,False,https://static.wikia.nocookie.net/onepiece/images/d/d3/Inazuma_Portrait.png/revision/latest?cb=20190703091206
